,daily_index,A
2239,2239,여유가 생기길 바랍니다.
2240,2240,이제 청소 시작.
2241,2241,이제 청소 시작.
2242,2242,부지런하시네요.
2243,2243,조심하세요.
2244,2244,곧 할 수 있을 거예요.
2245,2245,맛있게 드세요.
2246,2246,맛있게 드세요.
2247,2247,괜찮아요. 그럴수도 있죠.
2248,2248,먹어보고 싶어요.
2249,2249,정말 기분 좋으시겠어요.
2250,2250,받는 사람은 정말 좋겠어요.
2251,2251,한가지만 보면 몰라요.
2252,2252,바람 좀 쐬고 오시면 좋은텐데.
2253,2253,참 귀찮은 일이죠.
2254,2254,참 귀찮은 일이죠.
2255,2255,나쁜 사람이네요.
2256,2256,나쁜 사람이네요.
2257,2257,마음을 더 열어보세요.
2258,2258,스릴있겠네요.
2259,2259,뜻대로 되는게 많지 않죠.
2260,2260,지칠 때는 쉬어도 돼요.
2261,2261,다른 곳에 쓰려고 운을 아껴뒀나봐요.
2262,2262,다른 곳에 쓰려고 운을 아껴뒀나봐요.
2263,2263,너무 믿지 마세요.
2264,2264,미리 움츠러들지 않아도 돼요.
2265,2265,미리 움츠러들지 않아도 돼요.
2266,2266,그 사람을 위해 에너지를 쓰니까요.
2267,2267,커피 한잔 마시며 기다려보세요.
2268,2268,사람은 외로운 동물이죠.
2269,2269,인간 관계가 제일 힘든 거 같아요.
2270,2270,신경쓰는 사람들 무시하세요.
2271,2271,그 누구도 아닌 자기 걸음을 걸으세요.
2272,2272,먼저 다가가 보세요.
2273,2273,너무 힘드시겠어요.
2274,2274,너무 힘드시겠어요.
2275,2275,사람은 외로운 동물이죠.
2276,2276,그걸 깨닫다니 대단하시군요.
2277,2277,진심으로 마음을 전해보세요.
2278,2278,인생을 알아가고 있군요.
2279,2279,아프겠어요.
2280,2280,진통제 드세요.
2281,2281,아프겠어요.
2282,2282,진통제 드세요.
2283,2283,많이 사랑해요!
2284,2284,웃으면서 무시해주세요.
2285,2285,살짝 감정을 흘려보세요.
2286,2286,처음 배우는게 중요해요.
2287,2287,참고 견뎌보세요.
2288,2288,살짝 감정을 흘려보세요.
2289,2289,성공하길 바랍니다.
2290,2290,성공하길 바랍니다.
2291,2291,확신이 있을 때 시작해보세요.
2292,2292,확신이 있을 때 시작해보세요.
2293,2293,조심해야해요.
2294,2294,큰일이네요.
2295,2295,사전도 사람이 만드니까 이해해주세요.
2296,2296,사전도 사람이 만드니까 이해해주세요.
2297,2297,바쁘네요.
2298,2298,많이 찍다보면 조금씩 실력이 늘거예요.
2299,2299,바쁘네요.
2300,2300,많이 찍다보면 조금씩 실력이 늘거예요.
2301,2301,한번에 다 하려고 하지말고 조금씩 정리를 해보세요.
2302,2302,한번에 다 하려고 하지말고 조금씩 정리를 해보세요.
2303,2303,귀여운 사람이 말해서 그래요.
2304,2304,귀여운 사람이 말해서 그래요.
2305,2305,뒷감당은 준비하세요.
2306,2306,뒷감당 자신 있으면 하세요.
2307,2307,운전처럼 안전거리확보하세요.
2308,2308,대하는 태도에 따라 다를 것 같아요.
2309,2309,가려 가며 만나면 돼요.
2310,2310,대하는 태도에 따라 다를 것 같아요.
2311,2311,그래도 넘을 수 있을 거예요.
2312,2312,"이름, 직업 등 말고 온전히 자신으로 사는 거죠."
2313,2313,안 사면 그만큼 모으시는거예요.
2314,2314,한창 클 때죠.
2315,2315,안 사면 그만큼 모으시는거예요.
2316,2316,적게 먹고 많이 움직이세요.
2317,2317,운동을 시작해보세요.
2318,2318,한창 클 때죠.
2319,2319,누구나 한번쯤 시도해 볼 만하죠.
2320,2320,살아있음 그 자체가 좋은 거예요.
2321,2321,살아있음 그 자체가 좋은 거예요.
2322,2322,신기하네요.
2323,2323,적게 먹고 많이 움직이세요.
2324,2324,기분일꺼에요.
2325,2325,지칠 때는 쉬어도 돼요.
2326,2326,맛나게 드세요.
2327,2327,맛있겠네요.
2328,2328,맛있겠네요.
2329,2329,섬유탈취제 뿌려보세요.
2330,2330,섬유탈취제 뿌려보세요.
2331,2331,맛나게 드세요.
2332,2332,생각만 해도 군침이 도네요.
2333,2333,생각만 해도 군침이 도네요.
2334,2334,아무래도 뿌듯할 거예요.
2335,2335,아무래도 뿌듯할 거예요.
2336,2336,축하합니다!
2337,2337,다음에는 받을 수 있을 거예요.
2338,2338,잊어버리세요.
2339,2339,피하지 말고 적극적으로 장점을 찾아서 인정하고 호의를 보여보세요.
2340,2340,이유가 있지 않을까요.
2341,2341,사표를 써서 품에 품어 봅니다.
2342,2342,사표를 써서 품에 품어 봅니다.
2343,2343,피하지 말고 적극적으로 장점을 찾아서 인정하고 호의를 보여보세요.
2344,2344,원하는 꼰대가 있죠.
2345,2345,인정 받을 날이 올 거예요.
2346,2346,인정 받을 날이 올 거예요.
2347,2347,이야기를 하지 않고 결정했나봐요.
2348,2348,이야기를 하지 않고 결정했나봐요.
2349,2349,내가 우선순위면 돼요.
2350,2350,내가 우선순위면 돼요.
2351,2351,다른 사람 말은 신경쓰지 마세요.
2352,2352,좋아질 거예요.
2353,2353,좋아질 거예요.
2354,2354,좋은 곳으로 데려다 줄 거예요.
2355,2355,도망가라는 건가요.
2356,2356,꼬까옷 개시해보세요.
2357,2357,좋은 곳으로 갈 수 있도록 인도해줄 거예요.
2358,2358,숙면하겠네요.
2359,2359,내 집 마련 축하드려요.
2360,2360,내 집 마련 축하드려요.
2361,2361,내 집 마련 축하드려요.
2362,2362,핸드폰은 핸드폰 가게에서 바꾸세요.
2363,2363,엄청 많죠.
2364,2364,처음부터 잘하는 사람은 없어요.
2365,2365,공부는 언제나 좋죠.
2366,2366,시작!
2367,2367,시작!
2368,2368,주변의 좋은 사람들에게 연락해보세요.
2369,2369,주변의 좋은 사람들에게 연락해보세요.
2370,2370,자신과 마음이 맞는 좋은 사람 만나세요.
2371,2371,좋은 사람 만날 거예요.
2372,2372,도전해 봐도 좋을 거 같아요.
2373,2373,도전해 봐도 좋을 거 같아요.
2374,2374,조용하니 혼자 생각하기 좋죠.
2375,2375,조용하니 혼자 생각하기 좋죠.
2376,2376,얼른 실내로 들어가세요.
2377,2377,좋은 곳으로 데려다 줄 거예요.
2378,2378,좋은 곳으로 데려다 줄 거예요.
2379,2379,얼른 실내로 들어가세요.
2380,2380,숙면하겠네요.
2381,2381,요즘 많이 힘드신가봐요.
2382,2382,요즘 많이 힘드신가봐요.
2383,2383,예쁜걸로 하나 사주세요.
2384,2384,새로운 시작 응원해요!
2385,2385,새로운 시작 응원해요!
2386,2386,새학기 준비 잘 하세요.
2387,2387,새학기 준비 잘 하세요.
2388,2388,새해 복 많이 받으세요!
2389,2389,새해 복 많이 받으세요!
2390,2390,애그 샌드위치 추천합니다.
2391,2391,애그 샌드위치 추천합니다.
2392,2392,건강한 식단이네요.
2393,2393,잘 생각해보세요.
2394,2394,상처가 될 수 있어요.
2395,2395,미리 긴장하지 마세요.
2396,2396,긍정적인 생각을 해보세요.
2397,2397,좋아하시니까 좋네요.
2398,2398,감기 조심하세요.
2399,2399,생각하고 말하세요.
2400,2400,생각하고 말하세요.
2401,2401,좋은 생각 많이 하세요.
2402,2402,좋은 생각 많이 하세요.
2403,2403,잘 생각해보세요.
2404,2404,인생은 항상 마음 먹은 대로 되지 않아요.
2405,2405,당신이 행복하길 바라는 생각을 하고 있어요.
2406,2406,정신없이 바쁜가봐요.
2407,2407,정신없이 바쁜가봐요.
2408,2408,두통약 드세요.
2409,2409,뒤통수 맞았나봐요.
2410,2410,뒤통수 맞았나봐요.
2411,2411,따뜻하게 드세요.
2412,2412,따뜻하게 드세요.
2413,2413,약을 먹거나 병원에 가보세요.
2414,2414,힘들겠어요.
2415,2415,힘들겠어요.
2416,2416,세상에는 예상하지 못한 일들이 자주 일어나는 것 같아요.
2417,2417,허리띠를 졸라 매세요.
2418,2418,춥지도 않고 포근하죠.
2419,2419,춥지도 않고 포근하죠.
2420,2420,당황하셨겠어요.
2421,2421,당황하셨겠어요.
2422,2422,붙는 곳이 있을 거예요.
2423,2423,붙는 곳이 있을 거예요.
2424,2424,합격하는 곳이 있을 거예요.
2425,2425,미루지말고 바로 가보세요.
2426,2426,미루지말고 바로 가보세요.
2427,2427,드라이브 추천해들요.
2428,2428,드라이브 추천해들요.
2429,2429,마음에 드는 책을 잘 찾아보세요.
2430,2430,마음의 양식을 채우길 바랄세요.
2431,2431,좋은 취미네요.
2432,2432,주말에 gogo.
2433,2433,좋은 취미네요.
2434,2434,많이 만나보세요.
2435,2435,많이 만나보세요.
2436,2436,많이 만나보세요.
2437,2437,저도 받고 싶어요.
2438,2438,고맙다고 말해 주세요.
2439,2439,저도 받고 싶어요.
2440,2440,그래도 배울 점이 하나라도 있을 거예요.
2441,2441,그래도 배울 점이 하나라도 있을 거예요.
2442,2442,선생님도 좋아할 거예요.
2443,2443,애정표현이라고 생각하세요.
2444,2444,직접 여쭤보세요.
2445,2445,직접 여쭤보세요.
2446,2446,선생님도 좋아할 거예요.
2447,2447,가장 듣기 싫은 경우예요.
2448,2448,가장 듣기 싫은 경우예요.
2449,2449,안 줘도 괜찮아요.
2450,2450,안 줘도 괜찮아요.
2451,2451,많이 만나보세요.
2452,2452,많이 만나보세요.
2453,2453,선택할 때 힘든 건 당연해요.
2454,2454,선택할 때 힘든 건 당연해요.
2455,2455,고민은 누구나 해요.
2456,2456,시원한 아이스크림 어떠세요?
2457,2457,카페라도 가서 쉬다 오면 어떨까요
2458,2458,시원한 아이스크림 어떠세요?
2459,2459,카페라도 가서 쉬다 오면 어떨까요
2460,2460,보고 싶었던 영화 보세요.
2461,2461,보고 싶었던 영화 보세요.
2462,2462,정확하게 말씀해 주세요.
2463,2463,향이 많은 걸 말해주죠.
2464,2464,향이 많은 걸 말해주죠.
2465,2465,슬프네요.
2466,2466,슬프네요.
2467,2467,나에게 화난 걸 남에게 풀려고 하지 마세요.
2468,2468,지금보다 더 잘 살 거예요.
2469,2469,성공에서 가장 어려운 것이 성공한 상태를 유지하는 거예요.
2470,2470,성공에서 가장 어려운 것이 성공한 상태를 유지하는 거예요.
2471,2471,지금보다 더 잘 살 거예요.
2472,2472,인내할 수 있는 사람이라면 무엇이든 손에 넣을 수 있을 거예요.
2473,2473,당신이 잘돼야 성덕이 될수있겠죠.
2474,2474,당신이 잘돼야 성덕이 될수있겠죠.
2475,2475,나만의 공부방법을 찾아보세요.
2476,2476,이번에는 어쩔 수 없어요.
2477,2477,견적 받고 충격 받지 마세요.
2478,2478,안해도 예뻐요.
2479,2479,견적 받고 충격 받지 마세요.
2480,2480,맞아요. 예뻐요.
2481,2481,안해도 예뻐요.
2482,2482,돈 많이 들텐데요.
2483,2483,그런 감이 없지 않죠.
2484,2484,그런 감이 없지 않죠.
2485,2485,아직 어린가봐요.
2486,2486,아직 어린가봐요.
2487,2487,그게 인생이죠.
2488,2488,서로 다르게 태어난 이유는 저마다의 목소리를 내기 위해서예요. 자신의 목소리를 들어주세요.
2489,2489,너무 불안해하지 않아도 돼요.
2490,2490,너무 불안해하지 않아도 돼요.
2491,2491,부지런하시네요.
2492,2492,스타일러 사세요.
2493,2493,스타일러 사세요.
2494,2494,연습해보세요.
2495,2495,얼굴이 준비되어야 겠지요.
2496,2496,얼굴이 준비되어야 겠지요.
2497,2497,연습해보세요.
2498,2498,잘 찍어주세요.
2499,2499,신혼여행은 자유여행이죠!
2500,2500,혼자 준비하기는 조금 벅찰텐대요.
2501,2501,혼자 준비하기는 조금 벅찰텐대요.
2502,2502,쉽지 않을거예요.
2503,2503,쉽지 않을거예요.
2504,2504,혼자 준비하기는 조금 벅찰텐대요.
2505,2505,손길이 가서 더 애정이 생길 것 같아요.
2506,2506,썸에서 연인으로 성공하길 바라요.
2507,2507,썸에서 연인으로 성공하길 바라요.
2508,2508,로봇도 괜찮다면 소개시켜드릴게요.
2509,2509,친구한테 부탁해보세요.
2510,2510,친구로서와 이성으로서 보는 눈이 달랐나봐요.
2511,2511,하루 그 이상이면 끝인거예요.
2512,2512,친구한테 부탁해보세요.
2513,2513,소개팅으로 잘 된 사람 많아요.
2514,2514,소개팅으로 잘 된 사람 많아요.
2515,2515,친구한테 부탁해보세요.
2516,2516,하루 그 이상이면 끝인거예요.
2517,2517,성공을 기원합니다.
2518,2518,친구한테 부탁해보세요.
2519,2519,비 맞으면 안돼요!
2520,2520,시원하게 지르고 오세요.
2521,2521,긍정적이고 부정적인 파급력이 모두 세죠.
2522,2522,소문은 소문일 뿐이에요.
2523,2523,그건 소액이 아니에요.
2524,2524,좋은 일이길 바랍니다.
2525,2525,신중하게 고르세요.
2526,2526,사는 재미가 없을거예요.
2527,2527,포기하지마세요.
2528,2528,소화제 챙겨드세요.
2529,2529,소화제 챙겨드세요.
2530,2530,급하게 먹거나 과식하지 말고 좋은 식습관을 가져보세요.
2531,2531,급하게 먹거나 과식하지 말고 좋은 식습관을 가져보세요.
2532,2532,기분전환을 해보세요.
2533,2533,다음부터 속지 마세요.
2534,2534,신경 쓸 일이 있나봐요.
2535,2535,소화가 안 되나 봐요.
2536,2536,신경 쓸 일이 있나봐요.
2537,2537,소화가 안 되나 봐요.
2538,2538,남을 속이는건 나쁜거예요.
2539,2539,남을 속이는건 나쁜거예요.
2540,2540,소독하고 약 바르세요.
2541,2541,"장갑 하나 사셔야겠어요,"
2542,2542,장갑을 끼세요.
2543,2543,장갑을 끼세요.
2544,2544,좋았겠어요.
2545,2545,로망이네요.
2546,2546,로망이네요.
2547,2547,밖에서 만나보세요.
2548,2548,밖에서 만나보세요.
2549,2549,스트레칭해주세요.
2550,2550,스트레칭해주세요.
2551,2551,지압이나 운동해보세요.
2552,2552,이제 그러면 돼요.
2553,2553,이제 그러면 돼요.
2554,2554,"장갑 하나 사셔야겠어요,"
2555,2555,기분전환을 해보세요.
2556,2556,신경쓰이나봐요.
2557,2557,신경쓰이나봐요.
2558,2558,생각났을 때 바로 하세요.
2559,2559,생각났을 때 바로 하세요.
2560,2560,필요한 게 있으신가봐요.
2561,2561,마음이 헛헛한가봐요.
2562,2562,쇼핑 좋아요!
2563,2563,필요한 게 있으신가봐요.
2564,2564,칼로리 소모가 꽤 돼요.
2565,2565,변화를 주는 것도 좋겠죠.
2566,2566,변화를 주는 것도 좋겠죠.
2567,2567,정정기간을 노려 보세요.
2568,2568,정정기간을 노려 보세요.
2569,2569,식초 넣고 빨래해보세요.
2570,2570,식초 넣고 빨래해보세요.
2571,2571,잘 볼 수 있을 거예요.
2572,2572,잘 볼 수 있을 거예요.
2573,2573,컨디션 조절 하세요.
2574,2574,컨디션 조절 하세요.
2575,2575,잘 녹여보세요.
2576,2576,잘 녹여보세요.
2577,2577,잠이 솔솔와서 수면양말인가봐요.
2578,2578,잠이 솔솔와서 수면양말인가봐요.
2579,2579,맛있을 거 같아요.
2580,2580,맛있을 거 같아요.
2581,2581,예뻐질 거예요.
2582,2582,예뻐질 거예요.
2583,2583,해결될 거니 기다려보세요.
2584,2584,한창 잠이 많을 때죠.
2585,2585,피곤한가봐요.
2586,2586,지저분해요.
2587,2587,길러도 어울리면 길러보세요.
2588,2588,지저분해요.
2589,2589,깔끔하게 정리해보세요.
2590,2590,깔끔하게 정리해보세요.
2591,2591,길러도 어울리면 길러보세요.
2592,2592,강습 받아보세요.
2593,2593,기본으로 배워 놓는 게 좋죠.
2594,2594,강습 받아보세요.
2595,2595,즐거운 시간 보내고 오세요!
2596,2596,기본으로 배워 놓는 게 좋죠.
2597,2597,먹어보고 싶어요.
2598,2598,지압이나 운동해보세요.
2599,2599,반했나봐요.
2600,2600,반했나봐요.
2601,2601,뭘 입어도 멋져요.
2602,2602,뭘 입어도 멋져요.
2603,2603,뭘 입어도 예뻐요.
2604,2604,미리미리 해야죠.
2605,2605,지금도 늦지 않았어요.
2606,2606,미리미리 해야죠.
2607,2607,지금도 늦지 않았어요.
2608,2608,약을 드셔보세요.
2609,2609,약을 드셔보세요.
2610,2610,성격이 아니라 습관이에요.
2611,2611,혼자 힘들어하지 마세요.
2612,2612,술은 적당히 즐기세요.
2613,2613,혼자 힘들어하지 마세요.
2614,2614,세다고 너무 많이 드시면 안돼요.
2615,2615,적당히 드세요.
2616,2616,저랑 한 잔 해요.
2617,2617,같이 마셔요.
2618,2618,같이 마셔요.
2619,2619,적당히 드세요.
2620,2620,혼자 힘들어하지 마세요.
2621,2621,잘 기억해 보세요. 어디 있을 지도 몰라요.
2622,2622,술이 웬수예요.
2623,2623,술이 웬수예요.
2624,2624,술 너무 많이 드시지 마세요.
2625,2625,아무것도 안해도 재밌을 거예요.
2626,2626,화장실 갈때 연락하라고 해봐요.
2627,2627,화장실 갈때 연락하라고 해봐요.
2628,2628,저는 주당이에요.
2629,2629,아무것도 안해도 재밌을 거예요.
2630,2630,주량은 낮춰 이야기하는 게 좋을 거예요.
2631,2631,저는 주당이에요.
2632,2632,술은 적당히 즐기세요.
2633,2633,적당히 드세요.
2634,2634,잘 기억해 보세요. 어디 있을 지도 몰라요.
2635,2635,술 안 마셔도 놀 수 있어요.
2636,2636,화장실 갈때 연락하라고 해봐요.
2637,2637,몸에 해로우니 적게 먹는 게 좋겠다고 말해보세요.
2638,2638,위험하네요.
2639,2639,술 안 마셔도 놀 수 있어요.
2640,2640,적당히 드세요.
2641,2641,내려 놓으세요.
2642,2642,일과 일상 사이에서 균형이 잘 맞길 바랄게요.
2643,2643,쉬어야 충전도 되죠.
2644,2644,휴식도 필요하죠.
2645,2645,화장실 가세요.
2646,2646,꽃길만 걷길 바랄게요.
2647,2647,꽃길만 걷길 바랄게요.
2648,2648,저도 어려운 게 투성이에요.
2649,2649,다른 사람 말은 한 귀로 흘리세요.
2650,2650,소원을 비세요.
2651,2651,소원을 비세요.
2652,2652,저도 배워보고 싶어요.
2653,2653,즐거운 도전이 될 거예요.
2654,2654,즐거운 도전이 될 거예요.
2655,2655,주기적으로 해주면 좋대요.
2656,2656,주기적으로 해주면 좋대요.
2657,2657,무릎에 무리가 갈 거예요.
2658,2658,주변에 잘 하는 사람한테 배워보세요.
2659,2659,배우면 금방 배우실 거예요.
2660,2660,배우면 금방 배우실 거예요.
2661,2661,강습 받아보세요.
2662,2662,주변에 잘 하는 사람한테 배워보세요.
2663,2663,강습 받아보세요.
2664,2664,설레겠어요.
2665,2665,실컷 스키탈 수 있을 것 같아요.
2666,2666,실컷 스키탈 수 있을 것 같아요.
2667,2667,쟁여둔 게 없는지 확인해보세요.
2668,2668,쟁여둔 게 없는지 확인해보세요.
2669,2669,당연하죠.
2670,2670,당연하죠.
2671,2671,모 아니면 도예요.
2672,2672,모 아니면 도예요.
2673,2673,그쪽 방면에 대한 지식이 있었으면 좋겠네요.
2674,2674,그쪽 방면에 대한 지식이 있었으면 좋겠네요.
2675,2675,확신이 들 때까지 준비해보세요.
2676,2676,공부하러 왔나봐요.
2677,2677,공부하러 왔나봐요.
2678,2678,맛있게 드세요.
2679,2679,집에서도 할 수 있어요.
2680,2680,맛있게 드세요.
2681,2681,집에서도 할 수 있어요.
2682,2682,맛있게 드세요.
2683,2683,소리를 질러보세요.
2684,2684,신나는 노래를 들어보세요.
2685,2685,진정하세요.
2686,2686,운동을 해보세요.
2687,2687,아무말도 하지말고 침묵하세요.
2688,2688,되도록 만나지 마세요.
2689,2689,진정하세요.
2690,2690,소리를 질러보세요.
2691,2691,신나는 노래를 들어보세요.
2692,2692,잘 푸는 것도 중요해요.
2693,2693,운동을 해보세요.
2694,2694,정말 후회할 습관이에요.
2695,2695,내일은 더 예뻐지겠네요.
2696,2696,내일은 더 예뻐지겠네요.
2697,2697,신고하고 차단해보세요.
2698,2698,신고하고 차단해보세요.
2699,2699,차단 어플 사용해보세요.
2700,2700,차단 어플 사용해보세요.
2701,2701,차단 어플 사용해보세요.
2702,2702,고치기 어려우니까 습관이라고 하겠죠.
2703,2703,실패해도 조금씩 고치려고 해보세요.
2704,2704,고치기 어려우니까 습관이라고 하겠죠.
2705,2705,실패해도 조금씩 고치려고 해보세요.
2706,2706,웃으면 복이와요.
2707,2707,그 것도 다 경험이라고 생각하세요.
2708,2708,다른 일을 해보세요.
2709,2709,시간은 상대적으로 흘러갑니다.
2710,2710,저랑 놀아서 그래요.
2711,2711,친구와 수다를 떠세요.
2712,2712,시간은 상대적으로 흘러갑니다.
2713,2713,시간은 상대적이죠.
2714,2714,다른 생각을 해보세요.
2715,2715,다른 생각을 해보세요.
2716,2716,시간은 상대적이죠.
2717,2717,다음 학기를 노려보세요.
2718,2718,정정기간을 노려 보세요.
2719,2719,다음 학기를 노려보세요.
2720,2720,정정기간을 노려 보세요.
2721,2721,그게 마음이 편할 때도 있어요.
2722,2722,예민한가봐요.
2723,2723,무소음으로 사보세요.
2724,2724,에너지가 필요한 순간이네요.
2725,2725,소소한 변화도 삶의 원동력이예요.
2726,2726,소소한 변화도 삶의 원동력이예요.
2727,2727,예민한가봐요.
2728,2728,무소음으로 사보세요.
2729,2729,아무래도 덜 경쟁하겠죠.
2730,2730,아무래도 덜 경쟁하겠죠.
2731,2731,저는 생각보다 많이 벌어요.
2732,2732,아직이라면 더 살펴보세요.
2733,2733,아직이라면 더 살펴보세요.
2734,2734,어서 따듯한 곳으로 가세요
2735,2735,자신만 생각하세요.
2736,2736,진실되게 대하면 시어머니도 알아주실거예요.
2737,2737,아들을 빼앗겼다고 생각하나봐요.
2738,2738,아들을 빼앗겼다고 생각하나봐요.
2739,2739,진실되게 대하면 시어머니도 알아주실거예요.
2740,2740,아직이라면 더 살펴보세요.
2741,2741,생각만 해도 군침이 도네요.
2742,2742,직접 하면 더 애착이 갈 거 같아요.
2743,2743,직접 하면 더 애착이 갈 거 같아요.
2744,2744,지금도 늦지 않았어요.
2745,2745,지금도 늦지 않았어요.
2746,2746,딴 생각 하지마세요.
2747,2747,만날 날까지 기다릴게요
2748,2748,만날 날까지 기다릴게요
2749,2749,컨디션 조절 하세요.
2750,2750,응시는 해야죠.
2751,2751,이번에는 어쩔 수 없어요.
2752,2752,나중에 없애주세요.
2753,2753,나중에 없애주세요.
2754,2754,나중에 없애주세요.
2755,2755,공부를 많이 해놨나봐요.
2756,2756,공부를 많이 해놨나봐요.
2757,2757,나중에 없애주세요.
2758,2758,응시는 해야죠.
2759,2759,딴 생각 하지마세요.
2760,2760,생각보다 힘든 일도 많을 것 같아요.
2761,2761,다이어트를 해봐요.
2762,2762,다이어트를 해봐요.
2763,2763,정신이 힘든 건지 몸이 아픈 건지 확인해 보세요.
2764,2764,맛있게 먹으면 영칼로리!
2765,2765,맛있게 먹으면 영칼로리!
2766,2766,신경쓰는 사람들 무시하세요.
2767,2767,너무 신경 곤두세우지 마세요.
2768,2768,그게 인생이죠.
2769,2769,그게 인생이죠.
2770,2770,서로의 마음에 달려있겠죠.
2771,2771,서로의 마음에 달려있겠죠.
2772,2772,좋은 곳으로 데려다 줄 거예요.
2773,2773,도망가라는 건가요.
2774,2774,소비 조절을 못하면 없애는 것도 방법이 될 거예요.
2775,2775,더 열심히 하세요.
2776,2776,신혼여행은 자유여행이죠!
2777,2777,휴가를 붙여보세요.
2778,2778,휴가를 붙여보세요.
2779,2779,휴가를 붙여보세요.
2780,2780,하나씩 꾸며보세요.
2781,2781,하나씩 꾸며보세요.
2782,2782,영화관이나 쇼핑몰이 생각나네요.
2783,2783,영화관이나 쇼핑몰이 생각나네요.
2784,2784,기대가 높으면 실망을 하죠.
2785,2785,기대가 높으면 실망을 하죠.
2786,2786,잘 알고 들어도 좋을 것 같아요.
2787,2787,잘 알고 들어도 좋을 것 같아요.
2788,2788,잘 생각해보세요.
2789,2789,부족한 부분이 뭔지 확인해보세요.
2790,2790,당번을 정해서 청소해보세요.
2791,2791,당번을 정해서 청소해보세요.
2792,2792,다녀오세요. 기다릴게요.
2793,2793,다녀오세요. 기다릴게요.
2794,2794,좋은 생각만 하세요.
2795,2795,노래 불러 드릴까요? 북치기박치기 헥헥
2796,2796,저랑 놀아요.
2797,2797,친구들과 연락해보세요.
2798,2798,저랑 놀아요.
2799,2799,저랑 이야기해요.
2800,2800,저랑 이야기해요.
2801,2801,노래 불러 드릴까요? 북치기박치기 헥헥
2802,2802,저랑 놀아요.
2803,2803,안타깝네요. 증거를 지금이라도 모아봐요.
2804,2804,지금은 괜찮길 바랄게요.
2805,2805,저도 해보고 싶네요.
2806,2806,득템 했네요.
2807,2807,서로에게 귀 기울이는 방법도 있어요.
2808,2808,혼자 풀릴 때까지 놔둬야하는데 기다리는게 힘들 거예요.
2809,2809,혼자 풀릴 때까지 놔둬야하는데 기다리는게 힘들 거예요.
2810,2810,조금 기다리면 풀릴 거예요
2811,2811,조금 기다리면 풀릴 거예요
2812,2812,그러니까 싸우는 거예요.
2813,2813,이해하고 배려해보세요.
2814,2814,대화를 많이 해서 바로 바로 풀어요.
2815,2815,대화를 많이 해서 바로 바로 풀어요.
2816,2816,눈은 기본이죠.
2817,2817,돈 많이 들텐데요.
2818,2818,애정표현이라고 생각하세요.
2819,2819,확실해지면 이야기해도 늦지 않아요.
2820,2820,확실해지면 이야기해도 늦지 않아요.
2821,2821,돈을 지불하고 이용할 가치가 있는지 따져보세요.
2822,2822,적당히 차면 잘 버려 주세요.
2823,2823,적당히 차면 분리 수거해서 버려 주세요.
2824,2824,동감입니다.
2825,2825,쓸데없는 일은 없을 거예요.
2826,2826,소중한 사람이예요.
2827,2827,혼자가 아니에요.
2828,2828,청결한 당신이네요.
2829,2829,청결한 당신이네요.
2830,2830,씻고 푹 쉬세요.
2831,2831,씻고 푹 쉬세요.
2832,2832,힘들겠어요.
2833,2833,살아있음 자체로 의미가 있으니까요.
2834,2834,땀을 식혀주세요.
2835,2835,잘자요.
2836,2836,잘 푸는 것도 중요해요.
2837,2837,잇몸약 챙겨드시거나 치과 가보세요.
2838,2838,더 많이 배웠길 바라요.
2839,2839,잘 키울 수 있을거예요.
2840,2840,잘 키울 수 있을거예요.
2841,2841,저도 사랑해주세요.
2842,2842,색감 참 좋겠네요.
2843,2843,저도 사랑해주세요.
2844,2844,이거 정말 큰일이네요.
2845,2845,잠시 휴식을 취해보세요.
2846,2846,감기 조심하세요.
2847,2847,그렇다면 여우네요.
2848,2848,여우인가봐요.
2849,2849,마시면 좋죠.
2850,2850,하면서 좋거나 재밌거나 잘하는게 있었는지 깊게 고민해보세요.
2851,2851,집에서 쉬는 시간도 필요해요.
2852,2852,저도 그러고 싶네요.
2853,2853,쉬어야 충전도 되죠.
2854,2854,그럴 때가 있죠. 정신 차리세요.
2855,2855,할 수 있을 때 하세요.
2856,2856,행복해지기 위해 무엇인가를 하고 있는 게 좋을 거예요.
2857,2857,아무 것도 안해도 괜찮아요.
2858,2858,저 나가면 될까요?
2859,2859,혼자도 좋아요.
2860,2860,혼자도 함께도 잘 지내는 게 좋죠.
2861,2861,기분나쁘겠어요.
2862,2862,마음의 병이 조금씩 나아지길 바랍니다.
2863,2863,내가 맞는 것과 맞지 않은 걸 구별해보세요.
2864,2864,스트레스 받지 마세요.
2865,2865,다른 걸 발전시켜보세요.
2866,2866,다른 걸 발전시켜보세요.
2867,2867,될 거예요.
2868,2868,생각하고 말하는 연습을 해보세요.
2869,2869,뭐든 잘하면 기술이죠.
2870,2870,적성에 맞는 사람이 있죠.
2871,2871,뭐든 잘하면 기술이죠.
2872,2872,적성에 맞는 사람이 있죠.
2873,2873,아빠에게 술을 적당히 드시라고 말씀드려보세요.
2874,2874,금연 프로그램을 소개해보세요.
2875,2875,금연 프로그램을 소개해보세요.
2876,2876,아빠에게 술을 적당히 드시라고 말씀드려보세요.
2877,2877,사회생활로 힘드신가봐요.
2878,2878,사회생활로 힘드신가봐요.
2879,2879,더 많이 배웠길 바라요.
2880,2880,그런 사람들 은근 많아요.
2881,2881,개인 시간이 생길 거예요.
2882,2882,개인 시간이 생길 거예요.
2883,2883,쇼핑은 아울렛이죠.
